"#","filename","title","prompt","status","notes"
"71","why-some-scents-trigger-strong-memories.jpg","Why Some Scents Trigger Strong Memories","A photorealistic editorial documentary photograph, 16:9 landscape. A hand lifting the lid of an old wooden box of dried herbs and lavender, dust motes in a shaft of light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"72","why-some-scripts-are-written-right-to-left.jpg","Why Some Languages Are Written Right to Left","A photorealistic editorial documentary photograph, 16:9 landscape. A calligrapher's desk with a reed pen, ink pot and a sheet of blank cream paper, warm raking light, the page still unwritten. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"73","why-sports-drinks-contain-more-sugar-than-people-realize.jpg","Why Sports Drinks Contain More Sugar Than People Realize","A photorealistic editorial documentary photograph, 16:9 landscape. A clear plain bottle of bright coloured liquid on a gym bench beside a small heap of white sugar crystals. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"74","why-standardized-testing-remains-controversial.jpg","Why Standardized Testing Remains Controversial","A photorealistic editorial documentary photograph, 16:9 landscape. Rows of identical exam desks in a large hall, each with a blank answer sheet and a sharpened pencil, cold overhead light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"75","why-streaming-services-keep-raising-prices.jpg","Why Streaming Services Keep Raising Prices Every Year","A photorealistic editorial documentary photograph, 16:9 landscape. A dim living room at night lit only by a large television screen glowing plain and empty, sofa in soft silhouette. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"76","why-subscription-services-make-cancelling-harder-than-signing-up.jpg","Why Cancelling Subscriptions Is Harder Than Signing Up","A photorealistic editorial documentary photograph, 16:9 landscape. A person's hands holding a phone at a kitchen table late at night, the screen glowing plain and empty, frustrated posture. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"77","why-sugar-cravings-spike-at-night.jpg","Why Sugar Cravings Spike at Night","A photorealistic editorial documentary photograph, 16:9 landscape. An open fridge at night casting cold light into a dark kitchen, a figure standing in the doorway light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"78","why-sugar-substitutes-are-controversial.jpg","Why Sugar Substitutes Are Controversial","A photorealistic editorial documentary photograph, 16:9 landscape. Small plain paper sachets and a scattering of white powder beside an espresso cup on a café table. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"79","why-surnames-didnt-exist-for-most-of-human-history.jpg","Why Surnames Didn't Exist for Most of Human History","A photorealistic editorial documentary photograph, 16:9 landscape. A weathered stone churchyard wall with carved markers worn smooth and illegible, ivy and grey daylight. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"80","why-textbook-prices-are-so-high.jpg","Why Textbook Prices Are So High","A photorealistic editorial documentary photograph, 16:9 landscape. A tall stack of thick hardback books on a student desk beside an empty wallet, plain daylight, the spines blank. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"81","why-the-2026-world-cup-expanded-to-48-teams.jpg","Why the 2026 World Cup Expanded to 48 Teams","A photorealistic editorial documentary photograph, 16:9 landscape. An empty modern football stadium bowl at dusk, floodlights warming up, pristine green pitch, the hoardings plain and bare. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"82","why-the-appendix-might-not-be-useless.jpg","Why the Appendix Might Not Be Useless","A photorealistic editorial documentary photograph, 16:9 landscape. An anatomical teaching model of the human abdomen on a lecture bench, soft window light, the model unlabelled. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"83","why-the-library-of-alexandria-was-actually-destroyed.jpg","Why the Library of Alexandria Was Actually Destroyed","A photorealistic editorial documentary photograph, 16:9 landscape. Sunlight falling through tall ancient stone columns onto a dusty floor scattered with fragments of blank papyrus. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"84","why-the-ocean-is-salty.jpg","Why the Ocean Is Salty","A photorealistic editorial documentary photograph, 16:9 landscape. A wave breaking over dark coastal rocks with salt crystals crusted in the crevices, overcast sea light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"85","why-the-same-folk-tales-appear-in-unconnected-cultures.jpg","Why the Same Folk Tales Appear in Unconnected Cultures","A photorealistic editorial documentary photograph, 16:9 landscape. An outdoor night fire with people seated around it in silhouette, sparks rising into the dark. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"86","why-the-sky-changes-color-at-sunset.jpg","Why the Sky Changes Color at Sunset","A photorealistic editorial documentary photograph, 16:9 landscape. A wide desert horizon at sunset with the sky banded from deep orange through rose to violet, a single dune ridge below. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"87","why-time-zones-exist.jpg","Why Time Zones Exist and How They Were Standardized","A photorealistic editorial documentary photograph, 16:9 landscape. A long railway platform at dawn with an empty track curving away, a station clock on its bracket with a plain blank dial. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"88","why-time-zones-exist-and-who-decides-them.jpg","Why Time Zones Exist and Who Decides Them","A photorealistic editorial documentary photograph, 16:9 landscape. A brass transit telescope in a historic observatory dome, shaft of daylight through the shutter slot. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"89","why-tipping-culture-varies-so-much-by-country.jpg","Why Tipping Culture Varies So Much by Country","A photorealistic editorial documentary photograph, 16:9 landscape. A small metal tray on a restaurant table holding a folded blank receipt and a few loose coins, warm evening light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"90","why-twins-develop-different-personalities-despite-identical-genes.jpg","Why Twins Develop Different Personalities","A photorealistic editorial documentary photograph, 16:9 landscape. Two identical twin children sitting on a doorstep, one leaning forward and one drawn back, different postures, natural light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"91","why-two-factor-authentication-isnt-foolproof.jpg","Why Two-Factor Authentication Isn't Foolproof","A photorealistic editorial documentary photograph, 16:9 landscape. A phone lying face-up on a desk beside a laptop keyboard at night, the screen glowing plain and empty, cool light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"92","why-university-rankings-are-controversial.jpg","Why University Rankings Are Controversial","A photorealistic editorial documentary photograph, 16:9 landscape. A grand old university quadrangle in early morning light, empty of people, long shadows across the lawn. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"93","why-we-forget-dreams-so-quickly.jpg","Why We Forget Dreams So Quickly","A photorealistic editorial documentary photograph, 16:9 landscape. A rumpled empty bed in early dawn light, sheets thrown back, curtains barely glowing. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"94","why-world-cup-2026-stadium-cooling-technology-actually-works.jpg","Why World Cup 2026 Stadium Cooling Technology Actually Works","A photorealistic editorial documentary photograph, 16:9 landscape. Large industrial air-handling ducts and vents beneath a stadium's spectator tier, pipes and grilles in raking light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"95","why-world-maps-distort-country-size.jpg","Why World Maps Distort the True Size of Countries","A photorealistic editorial documentary photograph, 16:9 landscape. An old paper world map curling at the edges on a wooden table, lit warmly from the side, the printing soft and illegible. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Keep all printing soft and unreadable, and let the photograph carry no legible lettering, signage, logo or watermark.","",""
"96","why-yawning-is-contagious.jpg","Why Yawning Is Contagious","A photorealistic editorial documentary photograph, 16:9 landscape. A lecture hall from the back with several students mid-yawn in the rows, soft daylight from high windows. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"97","why-you-cannot-fully-repay-sleep-debt.jpg","Why You Cannot Fully Repay Sleep Debt","A photorealistic editorial documentary photograph, 16:9 landscape. An unmade bed in a bright late-morning bedroom, an alarm clock face-down on the side table. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"98","why-your-attention-span-feels-shorter-than-it-used-to.jpg","Why Your Attention Span Feels Shorter Than It Used To","A photorealistic editorial documentary photograph, 16:9 landscape. A person on a sofa holding a phone with an open unread book beside them, evening lamplight. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"99","why-your-phone-battery-degrades-over-time.jpg","Why Your Phone Battery Degrades Over Time","A photorealistic editorial documentary photograph, 16:9 landscape. A dismantled smartphone on an electronics repair mat with its swollen battery lifted out by tweezers, task lamp light. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"100","woodblock-printing-history.jpg","The History of Woodblock Printing","A photorealistic editorial documentary photograph, 16:9 landscape. A carved wooden printing block inked and resting beside a freshly pressed blank sheet in a traditional print workshop. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Keep the carved marks abstract and unreadable, and let the photograph carry no legible lettering, signage, logo or watermark.","",""
"101","world-cup-2026-final-referee.jpg","How FIFA Picks the World Cup Final Referee","A photorealistic editorial documentary photograph, 16:9 landscape. A football referee's whistle, cards and watch laid out on a wooden bench in an empty changing room, everything plain and unbranded. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"102","world-cup-2026-group-stage-pressure-arab-teams.jpg","World Cup 2026 Group-Stage Pressure: Which Arab Team Handles It Best?","A photorealistic editorial documentary photograph, 16:9 landscape. An empty floodlit football pitch at night seen from the tunnel mouth, dark stands rising beyond. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"103","world-cup-2026-tickets-guide.jpg","World Cup 2026 Tickets Guide: Phases, Prices and Scam Safety","A photorealistic editorial documentary photograph, 16:9 landscape. A stadium turnstile entrance at dusk with empty barriers and a queue rail, warm floodlight spill. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"104","yanbu-saudi-arabia-guide.jpg","Yanbu, Saudi Arabia: Port, Industry, Diving, and Living","A photorealistic editorial documentary photograph, 16:9 landscape. A Red Sea industrial port at golden hour with cranes and jetties, calm clear water in the foreground. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"105","yas-island-abu-dhabi.jpg","Yas Island: Abu Dhabi’s Entertainment Capital","A photorealistic editorial documentary photograph, 16:9 landscape. A wide aerial of a modern leisure island at dusk with waterfront promenades and lit venues, Gulf water around it. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
"106","zamalek-sc-explained.jpg","Zamalek SC: History, Trophies and the Cairo Derby Explained","A photorealistic editorial documentary photograph, 16:9 landscape. A packed football terrace at night in silhouette, hands raised, floodlight glare above, the banners plain and unmarked. Shoot it in natural available light with honest muted colour, candid and unstaged, with real texture and a calm, uncluttered composition. Every surface in the frame is blank and unmarked, and the photograph carries no lettering, signage, logo or watermark.","",""
